"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1983","FN","1984","FN","1985","FN","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"6","6.b","6.b.1","C060b01","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","ER_WAT_PARTIC","+","Proportion of countries with high level of users/communities participating in planning programs in water resources planning and management","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11","E, 64, 106"
"6","6.b","6.b.1","C060b01","Proportion of local administrative units with established and operational policies and procedures for participation of local communities in water and sanitation management","ER_WAT_PROCED","+","Proportion of countries with clearly defined procedures in law or policy for participation by service users/communities in planning program in water resources planning and management","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","E, 64, 106"
"7","7.1","7.1.1","C070101","Proportion of population with access to electricity","EG_ELC_ACCS","SD","Proportion of population with access to electricity","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Rural","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.15","G, 11","","","","","","","","","66.09","G, 16","","","","","","","","","70.20","G, 21","","","","","","","73.04","G, 25","","","","","",""
"7","7.1","7.1.1","C070101","Proportion of population with access to electricity","EG_ELC_ACCS","SD","Proportion of population with access to electricity","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.62","G, 11","","","","","","","","","80.23","G, 16","","","","","","","","","83.58","G, 21","","","","","","","85.34","G, 25","","","","","",""
"7","7.1","7.1.1","C070101","Proportion of population with access to electricity","EG_ELC_ACCS","SD","Proportion of population with access to electricity","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.68","G, 11","","","","","","","","","95.44","G, 16","","","","","","","","","96.16","G, 21","","","","","","","96.26","G, 25","","","","","",""
"7","7.1","7.1.2","C070102","Proportion of population with primary reliance on clean fuels and technology","EG_EGY_CLEAN","SD","Proportion of population with primary reliance on clean fuels and technology","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.34","E, 25, 107","","","","","",""
"7","7.2","7.2.1","C070201","Renewable energy share in the total final energy consumption","EG_FEC_RNEW","SD","Renewable energy share in the total final energy consumption","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.45","NA, 11","17.28","NA, 12","17.29","NA, 13","17.16","NA, 14","16.89","NA, 15","16.91","NA, 16","16.97","NA, 17","16.91","NA, 18","17.14","NA, 19","17.71","NA, 20","17.51","NA, 21","17.54","NA, 22","17.91","NA, 23","18.19","NA, 24","18.33","NA, 25","","","","","",""
"7","7.3","7.3.1","C070301","Energy intensity measured in terms of primary energy and GDP","EG_EGY_PRIM","SD","Energy intensity level of primary energy","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Megajoules per USD constant 2011 PPP GDP","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69","E, 11, 108","","","","","","","","","6.37","E, 16, 108","","","","","","","","","5.95","E, 21, 108","","","","","","","5.49","E, 25, 108","","","","","",""
"8","8.1","8.1.1","C080101","Annual growth rate of real GDP per capita","NY_GDP_PCAP","SD","Growth rate of real GDP per capita","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01","CA, 11, 109","0.61","CA, 12, 109","0.86","CA, 13, 109","1.55","CA, 14, 109","2.81","CA, 15, 109","2.35","CA, 16, 109","2.77","CA, 17, 109","2.61","CA, 18, 109","0.20","CA, 19, 109","-3.24","CA, 20, 109","2.82","CA, 21, 109","1.62","CA, 22, 109","1.01","CA, 23, 109","1.08","CA, 24, 109","1.35","CA, 25, 109","1.45","CA, 26, 109","","","",""
"8","8.2","8.2.1","C080201","Annual growth rate of real GDP per employed person","SL_EMP_PCAP","SD","Growth rate of real GDP per employed person","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86","M, 11, 71, 157","0.89","M, 12, 71, 157","1.45","M, 13, 71, 157","1.97","M, 14, 71, 157","3.42","M, 15, 71, 157","2.77","M, 16, 71, 157","3.85","M, 17, 71, 157","3.79","M, 18, 71, 157","1.83","M, 19, 71, 157","-0.71","M, 20, 71, 157","4.07","M, 21, 71, 157","2.66","M, 22, 71, 157","1.90","M, 23, 71, 157","1.93","M, 24, 71, 157","1.80","M, 25, 71, 157","1.67","M, 26, 71, 157","1.80","M, 27, 71, 157","",""
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.00","C, 11, 110","8.04","C, 12, 110","8.10","C, 13, 110","8.42","C, 14, 110","8.77","C, 15, 110","9.10","C, 16, 110","9.42","C, 17, 110","9.80","C, 18, 110","9.78","C, 19, 110","9.69","C, 20, 110","10.10","C, 21, 110","","","","","","","","","","","","","",""
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20","C, 11, 110","1.20","C, 12, 110","1.19","C, 13, 110","1.22","C, 14, 110","1.24","C, 15, 110","1.26","C, 16, 110","1.27","C, 17, 110","1.28","C, 18, 110","1.28","C, 19, 110","1.33","C, 20, 110","1.33","C, 21, 110","","","","","","","","","","","","","",""
"8","8.4","8.4.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48,478,683,916.00","C, 11, 110","49,369,276,376.00","C, 12, 110","50,003,992,564.00","C, 13, 110","52,778,188,228.00","C, 14, 110","55,770,245,660.00","C, 15, 110","58,672,801,504.00","C, 16, 110","61,561,100,608.00","C, 17, 110","64,863,191,500.00","C, 18, 110","65,510,536,108.00","C, 19, 110","65,730,550,252.00","C, 20, 110","69,329,028,068.00","C, 21, 110","","","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPC","SD","Domestic material consumption per capita","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.97","C, 11, 110","8.01","C, 12, 110","8.13","C, 13, 110","8.37","C, 14, 110","8.73","C, 15, 110","9.02","C, 16, 110","9.35","C, 17, 110","9.74","C, 18, 110","9.77","C, 19, 110","9.75","C, 20, 110","10.06","C, 21, 110","","","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPG","SD","Domestic material consumption per unit of GDP","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20","C, 11, 110","1.20","C, 12, 110","1.20","C, 13, 110","1.22","C, 14, 110","1.25","C, 15, 110","1.28","C, 16, 110","1.29","C, 17, 110","1.30","C, 18, 110","1.29","C, 19, 110","1.33","C, 20, 110","1.33","C, 21, 110","","","","","","","","","","","","","",""
"8","8.4","8.4.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPT","SD","Domestic material consumption","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48,671,346,443.93","C, 11, 110","49,548,583,147.94","C, 12, 110","50,563,701,142.48","C, 13, 110","53,046,243,472.25","C, 14, 110","56,446,888,245.52","C, 15, 110","59,947,879,840.14","C, 16, 110","62,895,112,404.00","C, 17, 110","66,316,597,602.20","C, 18, 110","67,287,547,302.12","C, 19, 110","68,073,539,912.65","C, 20, 110","70,999,710,018.38","C, 21, 110","","","","","","","","","","","","","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 to 24 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.05","M, 11, 111","12.98","M, 12, 111","13.45","M, 13, 111","13.43","M, 14, 111","13.22","M, 15, 111","13.22","M, 16, 111","12.80","M, 17, 111","11.98","M, 18, 111","12.34","M, 19, 111","13.01","M, 20, 111","12.96","M, 21, 111","13.07","M, 22, 111","13.07","M, 23, 111","13.18","M, 24, 111","12.77","M, 25, 111","12.71","M, 26, 111","12.82","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 to 24 years old","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.46","M, 11, 111","13.56","M, 12, 111","13.94","M, 13, 111","13.97","M, 14, 111","13.88","M, 15, 111","14.01","M, 16, 111","13.47","M, 17, 111","12.51","M, 18, 111","12.85","M, 19, 111","13.45","M, 20, 111","13.56","M, 21, 111","13.69","M, 22, 111","13.64","M, 23, 111","13.72","M, 24, 111","12.95","M, 25, 111","12.95","M, 26, 111","13.26","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 to 24 years old","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.77","M, 11, 111","12.58","M, 12, 111","13.11","M, 13, 111","13.07","M, 14, 111","12.77","M, 15, 111","12.68","M, 16, 111","12.35","M, 17, 111","11.62","M, 18, 111","12.00","M, 19, 111","12.73","M, 20, 111","12.57","M, 21, 111","12.66","M, 22, 111","12.69","M, 23, 111","12.82","M, 24, 111","12.66","M, 25, 111","12.55","M, 26, 111","12.53","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39","M, 11, 111","6.35","M, 12, 111","6.54","M, 13, 111","6.52","M, 14, 111","6.37","M, 15, 111","6.22","M, 16, 111","5.94","M, 17, 111","5.54","M, 18, 111","5.68","M, 19, 111","6.22","M, 20, 111","6.08","M, 21, 111","6.02","M, 22, 111","5.95","M, 23, 111","5.93","M, 24, 111","5.76","M, 25, 111","5.70","M, 26, 111","5.73","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 years old and over","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.79","M, 11, 111","6.82","M, 12, 111","6.95","M, 13, 111","6.98","M, 14, 111","6.85","M, 15, 111","6.76","M, 16, 111","6.44","M, 17, 111","5.94","M, 18, 111","6.04","M, 19, 111","6.50","M, 20, 111","6.55","M, 21, 111","6.51","M, 22, 111","6.42","M, 23, 111","6.37","M, 24, 111","6.13","M, 25, 111","6.08","M, 26, 111","6.15","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","15 years old and over","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.13","M, 11, 111","6.03","M, 12, 111","6.26","M, 13, 111","6.22","M, 14, 111","6.05","M, 15, 111","5.86","M, 16, 111","5.61","M, 17, 111","5.26","M, 18, 111","5.44","M, 19, 111","6.03","M, 20, 111","5.77","M, 21, 111","5.70","M, 22, 111","5.65","M, 23, 111","5.64","M, 24, 111","5.52","M, 25, 111","5.46","M, 26, 111","5.45","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","25 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66","M, 11, 111","4.64","M, 12, 111","4.78","M, 13, 111","4.78","M, 14, 111","4.65","M, 15, 111","4.49","M, 16, 111","4.27","M, 17, 111","4.00","M, 18, 111","4.12","M, 19, 111","4.67","M, 20, 111","4.57","M, 21, 111","4.51","M, 22, 111","4.48","M, 23, 111","4.47","M, 24, 111","4.39","M, 25, 111","4.37","M, 26, 111","4.40","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","25 years old and over","Total (national level)","Female","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.02","M, 11, 111","5.06","M, 12, 111","5.14","M, 13, 111","5.19","M, 14, 111","5.06","M, 15, 111","4.94","M, 16, 111","4.71","M, 17, 111","4.36","M, 18, 111","4.44","M, 19, 111","4.91","M, 20, 111","5.00","M, 21, 111","4.96","M, 22, 111","4.91","M, 23, 111","4.89","M, 24, 111","4.80","M, 25, 111","4.78","M, 26, 111","4.83","M, 27, 111","",""
"8","8.5","8.5.2","C080502","Unemployment rate, by sex, age and persons with disabilities","SL_TLF_UEM","SD","Unemployment rate","","MDG_WORLD","World","","","","Annual","Not available","25 years old and over","Total (national level)","Male","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42","M, 11, 111","4.36","M, 12, 111","4.54","M, 13, 111","4.51","M, 14, 111","4.38","M, 15, 111","4.18","M, 16, 111","3.97","M, 17, 111","3.76","M, 18, 111","3.91","M, 19, 111","4.51","M, 20, 111","4.28","M, 21, 111","4.22","M, 22, 111","4.19","M, 23, 111","4.19","M, 24, 111","4.13","M, 25, 111","4.10","M, 26, 111","4.13","M, 27, 111","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHD","+","Proportion of children aged 5â€‘17 years in employment","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.70","E, 23, 112","","","","","","","","","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHDHAZ","+","Proportion of children aged 5â€‘17 years engaged in hazardous work","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40","E, 23, 112","","","","","","","","","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHDHAZN","+","Number of children aged 5â€‘17 years engaged in hazardous work","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85,344.00","E, 23, 112","","","","","","","","","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHDLBR","SD","Proportion of children aged 5â€‘17 years engaged in labour","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.60","E, 23, 112, 158","","","","","","","","","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHDLBRN","SD","Number of children aged 5â€‘17 years engaged in labour","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167,956.00","E, 23, 112","","","","","","","","","",""
"8","8.7","8.7.1","C080701","Proportion and number of children aged 5‑17 years engaged in child labour, by sex and age","SL_TLF_CHDN","+","Number of children aged 5â€‘17 years in employment","","MDG_WORLD","World","","","","Annual","Not available","5 to 17 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264,427.00","E, 23, 112","","","","","","","","","",""
"8","8.10","8.10.2","C081002","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","FB_BNK_ACCSS","SD","Proportion of adults (15 years and older) with an account at a bank or other financial institution or with a mobile-money-service provider","","MDG_WORLD","World","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.60","NA","","","","","61.50","NA","","","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_FRGHTKM","SD","Freight volume (tonne kilometres), by road transport","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19,724,755.00","26","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RDP_PSSGRKM","SD","Passenger volume (passenger kilometres), by road transport","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39,369,083.00","26","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_FRGHTKM","SD","Freight volume (tonne kilometres), by rail transport","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12,676,218.00","26","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_RRS_PSSGRKM","SD","Passenger volume (passenger kilometres), by rail transport","","MDG_WORLD","World","","","","Annual","Other","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,701,631.00","26","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHT","SD","Freight volume, by air transport","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48,773,833.46","NA, 26, 113","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_FRGHTKM","SD","Freight volume (tonne kilometres), by air transport","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","188,596,017,291.72","NA, 26","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_MAILTKM","SD","Mail volume (tonne kilometres), by air transport","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonne kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,382,508,016.78","NA, 26, 113","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGR","SD","Passenger volume, by air transport","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3,499,466,411.45","NA, 26, 113","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGRKM","SD","Passenger volume (passenger kilometres), by air transport","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6,523,590,718,423.04","NA, 26","","","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANF","SD","Manufacturing value added share in GDP at constant 2010 United States dollars","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.15","M, 11, 114","14.87","M, 12, 114","14.81","M, 13, 114","15.05","M, 14, 114","15.26","M, 15, 114","15.28","M, 16, 114","15.61","M, 17, 114","15.84","M, 18, 114","15.74","M, 19, 114","14.99","M, 20, 114","15.81","M, 21, 114","15.97","M, 22, 114","15.94","M, 23, 114","15.99","M, 24, 114","16.03","M, 25, 114","16.11","M, 26, 114","16.16","M, 27, 114","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANFPC","SD","Manufacturing value added per capita at constant 2010 United States dollars","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,231.90","M, 11, 114","1,216.58","M, 12, 114","1,223.18","M, 13, 114","1,262.94","M, 14, 114","1,321.10","M, 15, 114","1,355.32","M, 16, 114","1,426.52","M, 17, 114","1,492.77","M, 18, 114","1,490.66","M, 19, 114","1,380.79","M, 20, 114","1,500.07","M, 21, 114","1,543.94","M, 22, 114","1,559.71","M, 23, 114","1,582.69","M, 24, 114","1,611.65","M, 25, 114","1,638.06","M, 26, 114","1,660.80","M, 27, 114","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2","+","Emissions of carbon dioxide","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23,144.47","C, 11, 115","23,481.98","C, 12, 115","23,884.09","C, 13, 115","24,932.65","C, 14, 115","26,110.25","C, 15, 115","27,037.74","C, 16, 115","27,890.30","C, 17, 115","28,989.75","C, 18, 115","29,164.80","C, 19, 115","28,748.57","C, 20, 115","30,450.36","C, 21, 115","31,354.39","C, 22, 115","31,592.91","C, 23, 115","32,129.37","C, 24, 115","32,381.04","C, 25, 115","","","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2GDP","+","Emissions of carbon dioxide per unit of GDP (PPP)","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","kg CO2 equivalent per USD1 constant 2005 PPP GDP","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","C, 11, 115","0.38","C, 12, 115","0.37","C, 13, 115","0.37","C, 14, 115","0.37","C, 15, 115","0.37","C, 16, 115","0.36","C, 17, 115","0.35","C, 18, 115","0.35","C, 19, 115","0.34","C, 20, 115","0.34","C, 21, 115","0.34","C, 22, 115","0.33","C, 23, 115","0.33","C, 24, 115","0.32","C, 25, 115","","","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2MVA","+","Emissions of carbon dioxide per unit of Manufacturing Value Added","","MDG_WORLD","World","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms per constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.49","M, 11, 116","0.50","M, 12, 116","0.48","M, 13, 116","0.49","M, 14, 116","0.51","M, 15, 116","0.52","M, 16, 116","0.51","M, 17, 116","0.51","M, 18, 116","0.52","M, 19, 116","0.55","M, 20, 116","0.54","M, 21, 116","0.55","M, 22, 116","0.52","M, 23, 116","0.52","M, 24, 116","0.51","M, 25, 116","","","","","",""
